producto,id,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Me hecho la burra...,335,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,3.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,2.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,7.0,10.0,3.0,2.0,0,0,0
Patagonia,458,0,0,0,0,0,0,9.0,15.0,9.0,6.0,6.0,9.0,8.0,8.0,10.0,2.0,8.0,2.0,2.0,7.0,11.0,8.0,9.0,1.0,0,0,5.0,9.0,1.0,1.0,7.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,3.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOCA ANCHA 500 cc,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,31.0,14.0,15.0,10.0,5.0,6.0,6.0,11.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,15.0,13.0,8.0,9.0,12.0,16.0,20.0,18.0,22.0,19.0,26.0,21.0,12.0,0,0,6.0,9.0,7.0,8.0,15.0,24.0,31.0,36.0,0,0,0,0,10.0,7.0,8.0,15.0,16.0,19.0,29.0,27.0,10.0,8.0,8.0,7.0,0,0,0,0,0,0,0,10.0,11.0,11.0,11.0,14.0,1.0,13.0,5.0,5.0,6.0,11.0,11.0,18.0,13.0,4.0,0
Corona 330 cc,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,4.0,1.0,6.0,0,1.0,0,0
Stella Artois 1 lt (Cerveza),512,0,0,0,0,0,0,18.0,10.0,45.0,32.0,60.0,74.0,36.0,60.0,113.0,79.0,51.0,50.0,70.0,80.0,47.0,89.0,104.0,136.0,120.0,43.0,36.0,17.0,67.0,20.0,39.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,35.0,67.0,29.0,14.0,50.0,38.0,23.0,32.0,35.0,49.0,58.0,43.0,88.0,94.0,109.0,12.0,69.0,14.0,15.0,15.0,26.0,23.0,29.0,23.0,26.0,74.0,48.0,43.0,14.0,21.0,29.0,8.0,33.0,33.0,22.0,21.0,40.0,35.0,30.0,39.0,20.0,17.0,12.0,7.0,20.0,9.0,35.0,32.0,23.0,50.0,53.0,17.0,22.0,21.0,15.0,15.0,19.0,17.0,26.0,44.0,0,0
Bieckert 1 lt (Cerveza),527,0,0,0,0,0,0,26.0,12.0,24.0,45.0,90.0,206.0,155.0,60.0,195.0,84.0,107.0,99.0,71.0,99.0,55.0,62.0,41.0,41.0,91.0,43.0,62.0,100.0,92.0,69.0,57.0,114.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,22.0,10.0,0,0,35.0,91.0,151.0,143.0,169.0,52.0,135.0,102.0,104.0,132.0,103.0,127.0,176.0,121.0,199.0,225.0,252.0,167.0,174.0,149.0,141.0,133.0,87.0,66.0,65.0,55.0,38.0,66.0,11.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quilmes Night monjita,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,4.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
Cruzur cerveza de mendiolaza,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,4.0,12.0,0,0
Quilmes 1890,581,0,0,0,0,0,0,4.0,5.0,2.0,1.0,10.0,10.0,11.0,5.0,5.0,3.0,3.0,6.0,7.0,6.0,4.0,7.0,8.0,11.0,7.0,2.0,9.0,7.0,7.0,7.0,19.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,13.0,5.0,6.0,4.0,8.0,2.0,0,7.0,6.0,6.0,0,0,0,6.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,2.0,0,0,0,5.0,4.0,1.0,3.0,0,0,0,2.0,0,0,0,3.0,1.0,1.0,0,11.0,1.0,1.0,0,0,0,1.0,1.0,2.0,6.0,3.0,1.0,0,0
Imperial Negra,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,3.0,0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,3.0,0,3.0,3.0,0,0,0,0,0,0,0,0,24.0,13.0,0,0,17.0,7.0,13.0,0,0,0,0,0,0,0,0,0,37.0,17.0,0,9.0,1.0,0,0,0,0,23.0,36.0,46.0,42.0,9.0,24.0,19.0,12.0,2.0,12.0,22.0,15.0,9.0,0,0
Quilmes lata 354 cc,602,0,0,0,0,0,0,3.0,0,2.0,1.0,2.0,9.0,20.0,0,0,1.0,7.0,3.0,17.0,14.0,26.0,45.0,27.0,17.0,20.0,13.0,16.0,25.0,4.0,3.0,7.0,17.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,8.0,15.0,18.0,7.0,2.0,0,0,3.0,21.0,10.0,8.0,31.0,38.0,27.0,26.0,3.0,17.0,9.0,17.0,31.0,16.0,22.0,27.0,30.0,22.0,21.0,16.0,12.0,13.0,21.0,12.0,12.0,19.0,16.0,11.0,15.0,14.0,26.0,25.0,6.0,20.0,4.0,5.0,9.0,3.0,16.0,10.0,8.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0
Isenbeck (Cerveza),627,0,0,0,0,0,0,12.0,23.0,68.0,54.0,51.0,59.0,38.0,41.0,37.0,16.0,2.0,3.0,2.0,3.0,7.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,511.0,694.0,514.0,131.0,116.0,114.0,100.0,120.0,173.0,32.0,38.0,34.0,39.0,73.0,45.0,12.0,25.0,11.0,5.0,13.0,13.0,2.0,14.0,28.0,72.0,75.0,41.0,49.0,22.0,10.0,15.0,14.0,18.0,34.0,27.0,27.0,32.0,62.0,97.0,50.0,27.0,36.0,23.0,35.0,46.0,156.0,151.0,194.0,189.0,214.0,232.0,94.0,93.0,94.0,51.0,36.0,35.0,85.0,75.0,101.0,14.0,0
Baltica,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,10.0,0,0,1.0,0,0,0,0,0,2.0,0,0,0,1.0,1.0,0,1.0,0,0,3.0,0,0,0,0,0,0,5.0,2.0,0,4.0,0,0,0,0
Quilmes LATA 473 cc,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,15.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,15.0,11.0,2.0,1.0,18.0,6.0,0,0,0,1.0,0,24.0,41.0,25.0,3.0,4.0,7.0,0,0,0,4.0,2.0,35.0,44.0,39.0,21.0,20.0,11.0,0,0,0,0,0,0,1.0,1.0,0,7.0,1.0,8.0,9.0,4.0,8.0,9.0,18.0,14.0,9.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
Imperial monjita,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,12.0,0,0,0,0,0,0
Miller descartable,674,0,0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imperial Rubia,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,8.0,16.0,7.0,7.0,7.0,9.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,6.0,0,2.0,0,0,4.0,11.0,8.0,3.0,6.0,2.0,0,0,6.0,25.0,12.0,17.0,13.0,13.0,8.0,6.0,4.0,0,11.0,9.0,16.0,24.0,44.0,24.0,23.0,13.0,1.0,7.0,9.0,6.0,1.0,0,1.0,2.0,0
Quilmes Night 1lt,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,3.0,6.0,2.0,0,4.0,0,9.0,4.0,13.0,4.0,6.0,0,19.0,4.0,0,0,0,0,0,0,0,0,0,0,0
Negra Modelo,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quilmes Stout (Cerveza),727,0,0,0,0,0,0,4.0,8.0,32.0,33.0,56.0,84.0,89.0,33.0,38.0,22.0,16.0,27.0,58.0,85.0,71.0,96.0,89.0,123.0,24.0,42.0,33.0,34.0,16.0,26.0,32.0,33.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,33.0,69.0,13.0,0,36.0,27.0,13.0,16.0,23.0,21.0,41.0,35.0,59.0,61.0,54.0,6.0,26.0,33.0,14.0,26.0,11.0,14.0,42.0,20.0,45.0,67.0,25.0,13.0,28.0,41.0,15.0,20.0,23.0,34.0,25.0,54.0,45.0,63.0,14.0,5.0,27.0,19.0,22.0,32.0,33.0,38.0,40.0,42.0,38.0,53.0,39.0,28.0,34.0,21.0,12.0,35.0,27.0,53.0,61.0,52.0,8.0,0
Boris lata (francia),747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,6.0,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quilmes Historica,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warsteiner descartable (No Tiene),844,0,0,0,0,0,0,0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0
"Lata OFERTA cord, bud, schn (No Tiene)",860,0,0,0,0,0,0,0,0,0,3.0,7.0,8.0,22.0,0,0,0,0,9.0,14.0,11.0,2.0,4.0,0,34.0,19.0,13.0,6.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,5.0,0,0,0,0,18.0,0,0,0,0,7.0,1.0,0,0,3.0,0,0,0,0,0,12.0,23.0,25.0,28.0,66.0,59.0,51.0,11.0,0
Iguana Descartable Summer (No Tiene),861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,5.0,0,4.0,6.0,18.0,33.0,10.0,0,0,15.0,20.0,5.0,12.0,13.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,10.0,23.0,3.0,3.0,5.0,0,13.0,14.0,14.0,4.0,21.0,26.0,36.0,47.0,35.0,18.0,22.0,7.0,11.0,11.0,6.0,6.0,12.0,20.0,18.0,5.0,4.0,12.0,11.0,8.0,12.0,7.0,10.0,17.0,9.0,16.0,14.0,48.0,14.0,23.0,16.0,12.0,17.0,4.0,21.0,7.0,12.0,14.0,0,11.0,15.0,0,1.0,8.0,5.0,12.0,7.0,24.0,18.0,14.0,2.0,0
Schneider (No Tiene),866,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,2.0,3.0,0,0,0,3.0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,19.0,2.0,0,0,0,0,0,4.0,3.0,0,0,0,2.0,0,0,9.0,3.0,0,0,0,5.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
